title,company,location,posted_date,job_type,remote_option,salary_info,job_url,scraped_date
Hardwareentwickler (m/w/d) - Hof,,Hof,vor 15 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Hardwareentwickler-m-w-d-Hof-Hof-Marketplace-Hub--13127445-inline.html,2025-11-11 16:40:40
Hardwareplanung (Anlagenbau/Steuerungstechnik),,Hessen,vor 15 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Hardwareplanung-Anlagenbau-Steuerungstechnik-Egelsbach-Hessen-Marketplace-Hub--13200103-inline.html,2025-11-11 16:40:40
Embedded System Engineer (m/w/d) Software,,Tuttlingen,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Embedded-System-Engineer-m-w-d-Software-Tuttlingen-Marketplace-Hub--13126780-inline.html,2025-11-11 16:40:40
Hardware Elektroplaner Elektrotechniker (M/w/d),,Wyhlen,vor 15 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Hardware-Elektroplaner-Elektrotechniker-M-w-d-Grenzach-Wyhlen-Marketplace-Hub--11204618-inline.html,2025-11-11 16:40:40
Hardware Engineering Intern (Human),,Metzingen,vor 16 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Hardware-Engineering-Intern-Human-Metzingen-Marketplace-Hub--13127472-inline.html,2025-11-11 16:40:41
"Ausbildung: ""Fachinformatiker/in Systemintegration"" (w/m/d), Start 2026",,Ulm,vor 2 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Ausbildung-Fachinformatiker-in-Systemintegration-w-m-d-Start-2026-Ulm-HENSOLDT--13187900-inline.html,2025-11-11 16:40:41
UAV Avionics Specialist (All Genders),,Munich,vor 5 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--UAV-Avionics-Specialist-All-Genders-Munich-SKD-SE--13318447-inline.html,2025-11-11 16:40:41
Dualer Student - Wirtschaftsinformatik Sales & Consulting,,Germany,vor 16 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Dualer-Student-Wirtschaftsinformatik-Sales-Consulting-Munich-Bavaria-Germany-Adobe-Systems-Europe-Limited--13059594-inline.html,2025-11-11 16:40:41
IT-Techniker / IT Service Desk (m/w/d),,München,vor 11 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--IT-Techniker-IT-Service-Desk-m-w-d-Muenchen-Poing-bei-Muenchen-BestSecret-Group--13188192-inline.html,2025-11-11 16:40:41
Projektmanager/in Service Transition (m/w/d),,Bonn,vor 3 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Projektmanager-in-Service-Transition-m-w-d-Bonn-Dedalus-HealthCare-GmbH--13057528-inline.html,2025-11-11 16:40:41
Sachbearbeiter:in / Sekretär:in im Bereich Informations- und Kommunikationstechnik (w/m/d),,Köln,vor 12 Stunden,Vollzeit,Teilweise Home-Office,,https://www.stepstone.de/stellenangebote--Sachbearbeiter-in-Sekretaer-in-im-Bereich-Informations-und-Kommunikationstechnik-w-m-d-Juelich-bei-Koeln-Projekttraeger-Juelich-PtJ--13187144-inline.html,2025-11-11 16:40:41
Ausbildung als Industriekaufmann (m/w/d),,Hamburg,vor 7 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Ausbildung-als-Industriekaufmann-m-w-d-Hamburg-HOCHTIEF-Infrastructure-GmbH--13187203-inline.html,2025-11-11 16:40:41
Auszubildende zum Kfz-Mechatroniker (m/w/d) Fachrichtung System- und Hochvolttechnik Heinsberg,,Heinsberg,vor 7 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Auszubildende-zum-Kfz-Mechatroniker-m-w-d-Fachrichtung-System-und-Hochvolttechnik-Heinsberg-Heinsberg-KOHL-automobile-GmbH--12999685-inline.html,2025-11-11 16:40:41
Auszubildende zum Kfz-Mechatroniker (m/w/d) Fachrichtung System- und Hochvolttechnik Bergheim,,Köln,vor 7 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Auszubildende-zum-Kfz-Mechatroniker-m-w-d-Fachrichtung-System-und-Hochvolttechnik-Bergheim-Bergheim-bei-Koeln-KOHL-automobile-GmbH--12999580-inline.html,2025-11-11 16:40:41
Auszubildende zum Kfz-Mechatroniker (m/w/d) Fachrichtung System- und Hochvolttechnik Laurensberg,,Laurensberg,vor 7 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Auszubildende-zum-Kfz-Mechatroniker-m-w-d-Fachrichtung-System-und-Hochvolttechnik-Laurensberg-Aachen-Laurensberg-KOHL-automobile-GmbH--12999561-inline.html,2025-11-11 16:40:41
Auszubildende zum Kfz-Mechatroniker (m/w/d) Fachrichtung System- und Hochvolttechnik Aachen,,Aachen,vor 7 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Auszubildende-zum-Kfz-Mechatroniker-m-w-d-Fachrichtung-System-und-Hochvolttechnik-Aachen-Aachen-KOHL-automobile-GmbH--12999524-inline.html,2025-11-11 16:40:42
Elektroniker:in (w/m/d),,Köln,vor 7 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Elektroniker-in-w-m-d-Juelich-bei-Koeln-Forschungszentrum-Juelich-GmbH--13187475-inline.html,2025-11-11 16:40:42
Fachinformatiker/in (m/w/d),,Rhein,vor 2 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Fachinformatiker-in-m-w-d-Monheim-am-Rhein-Monheimer-Kulturwerke-GmbH--13050088-inline.html,2025-11-11 16:40:42
Auszubildende zum Kfz-Mechatroniker (m/w/d) Fachrichtung System- und Hochvolttechnik Opel KOHL,,Aachen,vor 7 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Auszubildende-zum-Kfz-Mechatroniker-m-w-d-Fachrichtung-System-und-Hochvolttechnik-Opel-KOHL-Aachen-KOHL-automobile-GmbH--12999547-inline.html,2025-11-11 16:40:42
Projektingenieur für Stationsleittechnik (w/m/d),,Dresden,vor 16 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Projektingenieur-fuer-Stationsleittechnik-w-m-d-Dresden-Schneider-Electric-GmbH--12937712-inline.html,2025-11-11 16:40:42
"Duales Studium: ""Elektro- und Informationstechnik - Nachrichtentechnik"" (w/m/d), Taufkirchen, 2026",,Taufkirchen,vor 4 Stunden,Duales Studium,Vor Ort,,https://www.stepstone.de/stellenangebote--Duales-Studium-Elektro-und-Informationstechnik-Nachrichtentechnik-w-m-d-Taufkirchen-2026-Taufkirchen-HENSOLDT--13187301-inline.html,2025-11-11 16:40:42
Werkstudent*in Tuner Software Development,,Sindelfingen,vor 6 Stunden,Werkstudent,Teilweise Home-Office,,https://www.stepstone.de/stellenangebote--Werkstudentin-Tuner-Software-Development-Sindelfingen-Mercedes-Benz-AG--13188655-inline.html,2025-11-11 16:40:42
Projektleiter (m/w/d) im Holzbau,,Burg (bei Magdeburg),vor 6 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Projektleiter-m-w-d-im-Holzbau-Burg-bei-Magdeburg-NOKERA-Wood-Production-GmbH--13187387-inline.html,2025-11-11 16:40:51
Ausbildung als Industriekaufmann (m/w/d),,Düsseldorf,vor 5 Stunden,Vollzeit,Teilweise Home-Office,,https://www.stepstone.de/stellenangebote--Ausbildung-als-Industriekaufmann-m-w-d-Duesseldorf-HOCHTIEF-Infrastructure-GmbH--13187941-inline.html,2025-11-11 16:40:51
(Junior) Consultant Audit - Wirtschaftsprüfung / Rechnungswesen / Qualitätsmanagement (m/w/d),,Viechtach,vor 10 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Junior-Consultant-Audit-Wirtschaftspruefung-Rechnungswesen-Qualitaetsmanagement-m-w-d-Viechtach-BFMT-Gruppe--11649275-inline.html,2025-11-11 16:40:51
"technische Sachbearbeiterin, technischer Sachbearbeiter (w/m/d) im Bereich Informationstechnik-Schwerpunkt Netzwerktechnik bis Entgeltgruppe 9b TV-H",,Main,vor 8 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--technische-Sachbearbeiterin-technischer-Sachbearbeiter-w-m-d-im-Bereich-Informationstechnik-Schwerpunkt-Netzwerktechnik-bis-Entgeltgruppe-9b-TV-H-Frankfurt-am-Main-Polizeipraesidium-Frankfurt-am-Main--13188606-inline.html,2025-11-11 16:40:51
Systemtechnikerin für MSR/ Gebäudemanagement/ BMS (w/m/d),,Main,vor 16 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Systemtechnikerin-fuer-MSR-Gebaeudemanagement-BMS-w-m-d-Seligenstadt-Frankfurt-am-Main-Schneider-Electric-GmbH--12937711-inline.html,2025-11-11 16:40:51
Duales Studium: Bachelor of Arts (m/w/d) in Business Administration,,Düsseldorf,vor 3 Stunden,Duales Studium,Teilweise Home-Office,,https://www.stepstone.de/stellenangebote--Duales-Studium-Bachelor-of-Arts-m-w-d-in-Business-Administration-Duesseldorf-HOCHTIEF-Infrastructure-GmbH--13187942-inline.html,2025-11-11 16:40:51
Technischer Spezialist - Rollout / Support / Service (m/w/d),,Heidelberg,vor 15 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Technischer-Spezialist-Rollout-Support-Service-m-w-d-Heidelberg-AMERIA-AG--13127686-inline.html,2025-11-11 16:40:51
Systemadministrator / Fachinformatiker für Systemintegration (m/w/d),,Essen,vor 10 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Systemadministrator-Fachinformatiker-fuer-Systemintegration-m-w-d-Essen-VMT-Duessel-Video-Medien-Technik-GmbH--13051090-inline.html,2025-11-11 16:40:51
Junior Managers Program - Research & Development eMobility - Trainee Program (m/f/div.),,Gerlingen,vor 8 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Junior-Managers-Program-Research-Development-eMobility-Trainee-Program-m-f-div-Gerlingen-Bosch-Gruppe--13188395-inline.html,2025-11-11 16:40:51
Mitarbeiterin / Mitarbeiter Stabsstelle IT-Betreuung Forschung & Lehre (w/m/d),,Köln,vor 5 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Mitarbeiterin-Mitarbeiter-Stabsstelle-IT-Betreuung-Forschung-Lehre-w-m-d-Koeln-Universitaetsklinikum-Koeln-AoeR--13317758-inline.html,2025-11-11 16:40:51
Entwicklungsingenieur / NPI Engineer (m/w/d),,Köln,vor 6 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Entwicklungsingenieur-NPI-Engineer-m-w-d-Bergisch-Gladbach-bei-Koeln-Camtek-FRT-Metrology--10420607-inline.html,2025-11-11 16:40:52
Key Account Manager:in (m/w/d) - SaaS Sales,,Berlin,vor 7 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Key-Account-Manager-in-m-w-d-SaaS-Sales-Berlin-softgarden-e-recruiting-gmbh--13186884-inline.html,2025-11-11 16:40:52
Controller (m/w/d) Teilzeit 20 Stunden,,Herrenberg,vor 5 Stunden,Teilzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Controller-m-w-d-Teilzeit-20-Stunden-Herrenberg-Areus-GmbH--13318006-inline.html,2025-11-11 16:40:52
Senior Account Manager:in (m/w/d) - SaaS Sales,,Berlin,vor 16 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Senior-Account-Manager-in-m-w-d-SaaS-Sales-Berlin-softgarden-e-recruiting-gmbh--13186865-inline.html,2025-11-11 16:40:52
AI Knowledgebase Assistant (m/w/d),,Berlin,vor 7 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--AI-Knowledgebase-Assistant-m-w-d-Berlin-softgarden-e-recruiting-gmbh--13186858-inline.html,2025-11-11 16:40:52
Personalsachbearbeiter (m/w/d),,Herrenberg,vor 7 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Personalsachbearbeiter-m-w-d-Herrenberg-Areus-GmbH--13317989-inline.html,2025-11-11 16:40:52
Market Manager – Networks & Communications (m/f/d),,Westford,vor 5 Stunden,Vollzeit,Teilweise Home-Office,,https://www.stepstone.de/stellenangebote--Market-Manager-Networks-Communications-m-f-d-Westford-Swissbit-Germany-AG--13188523-inline.html,2025-11-11 16:40:52
Remote UAV Test Pilot,,Munich,vor 12 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Remote-UAV-Test-Pilot-Munich-SKD-SE--13318418-inline.html,2025-11-11 16:40:52
Projekttechniker (m/w/d),,Oberlaindern,vor 48 Minuten,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Projekttechniker-m-w-d-Valley-Oberlaindern-AVERY-ZWECKFORM-GmbH--13319429-inline.html,2025-11-11 16:40:52
Elektroniker / Mechatroniker als Servicetechniker (m/w/d) im Bereich Bankwesen,,Viernheim,vor 11 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Elektroniker-Mechatroniker-als-Servicetechniker-m-w-d-im-Bereich-Bankwesen-Mannheim-Weinheim-Viernheim-synfis-Service-GmbH--13317404-inline.html,2025-11-11 16:40:52
Flight Test Engineer (m/f/d),,Munich,vor 13 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Flight-Test-Engineer-m-f-d-Munich-SKD-SE--13318392-inline.html,2025-11-11 16:40:52
Bauleiter (m/w/d) Holzbau,,Office,vor 8 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Bauleiter-m-w-d-Holzbau-Burg-bei-Magdeburg-bundesweit-NOKERA-Wood-Production-GmbH--13186878-inline.html,2025-11-11 16:40:53
Fachinformatiker (m/w/d) mit Schwerpunkt Linux,,Verl,vor 9 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Fachinformatiker-m-w-d-mit-Schwerpunkt-Linux-Verl-Beckhoff-Automation-GmbH-Co-KG--13319074-inline.html,2025-11-11 16:40:53
Softwaretester - Automation / Testing / Analyse / Selenium / Microsoft (m/w/d),,Wetzlar,vor 5 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Softwaretester-Automation-Testing-Analyse-Selenium-Microsoft-m-w-d-Wetzlar-mbi-GmbH--12048815-inline.html,2025-11-11 16:40:53
Java Developer for Digital Scientific Infrastructures (m/f/d),,Hannover,vor 3 Stunden,Vollzeit,Teilweise Home-Office,,https://www.stepstone.de/stellenangebote--Java-Developer-for-Digital-Scientific-Infrastructures-m-f-d-Hannover-Technische-Informationsbibliothek-TIB--13313582-inline.html,2025-11-11 16:40:53
Java Developer for Digital Scientific Infrastructures (m/f/d),,Hannover,vor 3 Stunden,Vollzeit,Teilweise Home-Office,,https://www.stepstone.de/stellenangebote--Java-Developer-for-Digital-Scientific-Infrastructures-m-f-d-Hannover-Technische-Informationsbibliothek-TIB--13313582-inline.html,2025-11-11 16:41:01
Safety Engineer - Loitering Systems (all genders),,Munich,vor 15 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Safety-Engineer-Loitering-Systems-all-genders-Munich-SKD-SE--13318419-inline.html,2025-11-11 16:41:01
Business Analyst Security Solutions (m/w/d) | DSISES,,Münster,vor 15 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Business-Analyst-Security-Solutions-m-w-d-DSISES-Muenster-Atruvia-AG--13186636-inline.html,2025-11-11 16:41:01
Team Lead (gn) Product Management,,Hamburg,vor 12 Stunden,Vollzeit,Teilweise Home-Office,,https://www.stepstone.de/stellenangebote--Team-Lead-gn-Product-Management-Hamburg-LichtBlick-SE--13319029-inline.html,2025-11-11 16:41:01
Konfigurationsmanager (m/w/d),,Köln,vor 8 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Konfigurationsmanager-m-w-d-Lohmar-bei-Koeln-Rheinmetall-Protection-Systems-GmbH--13317927-inline.html,2025-11-11 16:41:01
Sales Manager m/w/d für Smart Home Produkte,,Darmstadt,vor 6 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Sales-Manager-m-w-d-fuer-Smart-Home-Produkte-Darmstadt-PEAKnx-GmbH--13318467-inline.html,2025-11-11 16:41:01
IT Service Techniker - Netzwerk / Linux / Icinga (m/w/d),,München,vor 10 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--IT-Service-Techniker-Netzwerk-Linux-Icinga-m-w-d-Muenchen-IONOS-SE--12558976-inline.html,2025-11-11 16:41:01
Scrum Master - Bereich Ausfall- und Verlustverwaltung (m/w/d) in Teilzeit | STBCOR,,Münster,vor 5 Stunden,Teilzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Scrum-Master-Bereich-Ausfall-und-Verlustverwaltung-m-w-d-in-Teilzeit-STBCOR-Aschheim-Karlsruhe-Muenster-Atruvia-AG--13188341-inline.html,2025-11-11 16:41:01
"Instandhalter (gn) ab 22,00 € brutto",,Anschreiben nicht erforderlich,vor 16 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Instandhalter-gn-ab-22-00-EUR-brutto-Schwarzenbek-Gi-Group-Deutschland-GmbH--13127695-inline.html,2025-11-11 16:41:02
Servicetechniker (m/w/d) für Telekommunikations- und Netzwerktechnik – Region Baden-Württemberg,,Württemberg,vor 9 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Servicetechniker-m-w-d-fuer-Telekommunikations-und-Netzwerktechnik-Region-Baden-Wuerttemberg-Baden-Wuerttemberg-Funktel-GmbH--13317649-inline.html,2025-11-11 16:41:02
Internships & Working Students,,Amsterdam,vor 9 Stunden,Werkstudent,Vor Ort,,https://www.stepstone.de/stellenangebote--Internships-Working-Students-Munich-Berlin-Amsterdam-SKD-SE--13318397-inline.html,2025-11-11 16:41:02
Netzbetriebssteuerer:in für die Sparte Stromnetz (m/w/d),,Viersen,vor 6 Stunden,Vollzeit,Teilweise Home-Office,,https://www.stepstone.de/stellenangebote--Netzbetriebssteuerer-in-fuer-die-Sparte-Stromnetz-m-w-d-Geilenkirchen-Viersen-NEW-Netz-GmbH--13318461-inline.html,2025-11-11 16:41:02
Fachkraft Netzbetriebssteuerung für die Sparte Stromnetz (m/w/d),,Mönchengladbach,vor 6 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Fachkraft-Netzbetriebssteuerung-fuer-die-Sparte-Stromnetz-m-w-d-Moenchengladbach-NEW-Netz-GmbH--13318459-inline.html,2025-11-11 16:41:02
SAP Berater & Entwickler - S/D & BTP (m/w/d) | COSSAP,,Münster,vor 13 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--SAP-Berater-Entwickler-S-D-BTP-m-w-d-COSSAP-Karlsruhe-Muenster-Atruvia-AG--13186796-inline.html,2025-11-11 16:41:02
Plattform Engineer Private Cloud (m/w/d) | HCPHCS,,Aschheim,vor 13 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Plattform-Engineer-Private-Cloud-m-w-d-HCPHCS-Muenster-Karlsruhe-Aschheim-Atruvia-AG--13186296-inline.html,2025-11-11 16:41:02
FinOps Spezialist (m/w/d) | SDGDVF,,Main,vor 15 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--FinOps-Spezialist-m-w-d-SDGDVF-Karlsruhe-Muenster-Aschheim-Frankfurt-am-Main-Atruvia-AG--13186432-inline.html,2025-11-11 16:41:02
VAT Manager (M/F/D),,München,vor 6 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--VAT-Manager-M-F-D-Berlin-Meiningen-Muenchen-Adtran-Networks-SE--13136961-inline.html,2025-11-11 16:41:02
Supply Chain Manager - Einkauf / ERP / Lieferanten (m/w/d),,München,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Supply-Chain-Manager-Einkauf-ERP-Lieferanten-m-w-d-Muenchen-Peter-Park-System-GmbH--13059792-inline.html,2025-11-11 16:41:02
IT Systemadministrator - Second Level / Support / Server / Netzwerk (m/w/d),,Essen,vor 14 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--IT-Systemadministrator-Second-Level-Support-Server-Netzwerk-m-w-d-Essen-IT-Problemloeser-Verwaltungs-und-Handels-GmbH--11648979-inline.html,2025-11-11 16:41:02
Administrator Inbetriebnahme und Rollout (m/w/d),,Nürnberg,vor 15 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Administrator-Inbetriebnahme-und-Rollout-m-w-d-Frankfurt-am-Main-Berlin-Dresden-Hamburg-Leinfelden-Echterdingen-Muenchen-Nuernberg-operational-services-GmbH-Co-KG--13317931-inline.html,2025-11-11 16:41:03
Projektmanager IT (m/w/d),,Neckar,vor 7 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Projektmanager-IT-m-w-d-Freiberg-am-Neckar-abasoft-EDV-Programme-GmbH--13317603-inline.html,2025-11-11 16:41:03
Anforderungsmanager:in (Requirements Engineering) (m/w/d) - digitale Kundenlösungen,,Mönchengladbach,vor 6 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Anforderungsmanager-in-Requirements-Engineering-m-w-d-digitale-Kundenloesungen-Moenchengladbach-NEW-Netz-GmbH--13318462-inline.html,2025-11-11 16:41:03
Assistenz Technisches Facility Management (m/w/d),,Berlin,vor 12 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Assistenz-Technisches-Facility-Management-m-w-d-Berlin-ENGIE-Deutschland-GmbH--13317917-inline.html,2025-11-11 16:41:03
Entwicklungsingenieur (m/w/d) Elektrische Systeme,,Feldkirchen (Landkreis München),vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Entwicklungsingenieur-m-w-d-Elektrische-Systeme-Feldkirchen-Landkreis-Muenchen-CROWN-Gabelstapler-GmbH-Co-KG--13186853-inline.html,2025-11-11 16:41:03
Praktikant (m/w/d) Marketing Content,,Stuttgart,vor 8 Stunden,Vollzeit,Teilweise Home-Office,,https://www.stepstone.de/stellenangebote--Praktikant-m-w-d-Marketing-Content-Stuttgart-Thieme-Gruppe--12963474-inline.html,2025-11-11 16:41:03
Vertriebsdirektor/Verkaufsleiter mit echtem Verkäufer-Gen – für B2B Industrie-Verbundfolien (m/w/d),,Köln,vor 22 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Vertriebsdirektor-Verkaufsleiter-mit-echtem-Verkaeufer-Gen-fuer-B2B-Industrie-Verbundfolien-m-w-d-Koeln-AlFiPa-GmbH-Co-KG--13316139-inline.html,2025-11-11 16:41:11
Projektleiter MSR (m/w/d),,Freiburg,vor 1 Stunde,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Projektleiter-MSR-m-w-d-Karlsruhe-Freiburg-ENGIE-Deutschland-GmbH--13188363-inline.html,2025-11-11 16:41:11
Recruiting Specialist / HR Business Partner (w/m/d),,Tübingen,vor 5 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Recruiting-Specialist-HR-Business-Partner-w-m-d-Tuebingen-itdesign-GmbH--13317595-inline.html,2025-11-11 16:41:11
HR Business Partner / People & Culture Expert (m/w/d),,Tübingen,vor 6 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--HR-Business-Partner-People-Culture-Expert-m-w-d-Tuebingen-itdesign-GmbH--11172060-inline.html,2025-11-11 16:41:11
IT-Systemingenieur - Microsoft / VMware / Citrix (m/w/d),,Grevesmühlen,vor 16 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--IT-Systemingenieur-Microsoft-VMware-Citrix-m-w-d-Neubrandenburg-Wismar-Grevesmuehlen-PBIT-Systeme-GmbH-Co-KG--12676825-inline.html,2025-11-11 16:41:11
IT – Changemanager/in / Releasemanager/in,,Berlin,vor 7 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--IT-Changemanager-in-Releasemanager-in-Berlin-Kammergericht--13181575-inline.html,2025-11-11 16:41:12
Internship in Computer Vision for Interactive Systems (f/m/x),,Oberkochen (Baden-Württemberg),vor 8 Stunden,Vollzeit,Vor Ort,,https://www.stepstone.de/stellenangebote--Internship-in-Computer-Vision-for-Interactive-Systems-f-m-x-Oberkochen-Baden-Wuerttemberg-ZEISS--13317352-inline.html,2025-11-11 16:41:12
System Engineer (m/w/d) Linux,,Oldenburg,vor 9 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--System-Engineer-m-w-d-Linux-Oldenburg-Kommunale-Datenverarbeitung-Oldenburg-KDO--13317637-inline.html,2025-11-11 16:41:12
Sales Manager (m/w/d) im Außendienst Gebiet: München / Wasserburg am Inn / Rosenheim,,Rosenheim,vor 2 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Sales-Manager-m-w-d-im-Aussendienst-Gebiet-Muenchen-Wasserburg-am-Inn-Rosenheim-Muenchen-Wasserburg-am-Inn-Rosenheim-coffee-perfect-GmbH--13318504-inline.html,2025-11-11 16:41:12
IT-Systemadministrator (m/w/d),,Waldkirch,vor 2 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--IT-Systemadministrator-m-w-d-Waldkirch-Stadtwerke-Waldkirch-GmbH--13188107-inline.html,2025-11-11 16:41:12
IT Lagerlogistiker (w/m/d),,Hamburg,vor 6 Stunden,Vollzeit,Vor Ort,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--IT-Lagerlogistiker-w-m-d-Hamburg-Bechtle-GmbH-Hamburg--13186904-inline.html,2025-11-11 16:41:12
Grafikdesigner (m/w/d),,Osnabrück,vor 7 Stunden,Vollzeit,Teilweise Home-Office,Gehalt verfügbar,https://www.stepstone.de/stellenangebote--Grafikdesigner-m-w-d-Osnabrueck-coffee-perfect-GmbH--13317182-inline.html,2025-11-11 16:41:12
